self_employed,sought_treatment,employer_benefits,employer_takes_seriously,fear_negative_consequences,work_interference,remote_work,gender,age,country,year,productivity_affected,has_mental_health_disorder,tech_role
No,No,Yes,Yes,No,,No,Male,24.0,United States,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Male,25.0,Canada,2014,,,
No,No,Don't Know,No,Maybe,,No,Male,31.0,United States,2014,,,
Yes,Yes,No,Don't Know,No,Often,No,Male,45.0,Ireland,2014,,,
No,No,No,No,Maybe,,Yes,Male,29.0,Romania,2014,,,
No,No,Yes,Don't Know,No,Never,No,Male,46.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Yes,Sometimes,No,Male,30.0,United Kingdom,2014,,,
Yes,No,Yes,Don't Know,Maybe,Sometimes,No,Female,29.0,United States,2014,,,
No,No,Yes,Don't Know,Yes,,No,Male,24.0,United States,2014,,,
No,No,Yes,Yes,No,,No,Male,29.0,United States,2014,,,
No,No,Don't Know,No,No,,No,Male,35.0,United States,2014,,,
No,No,No,No,Yes,Sometimes,Yes,Female,33.0,United States,2014,,,
No,No,Don't Know,No,Yes,Sometimes,No,Male,27.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,,No,Male,36.0,United States,2014,,,
No,No,Don't Know,No,Yes,Rarely,Yes,Male,33.0,United Kingdom,2014,,,
No,Yes,Yes,Don't Know,No,Sometimes,No,Female,25.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,No,Sometimes,No,Male,23.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,No,Never,No,Male,54.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,Sometimes,No,Male,22.0,United States,2014,,,
No,Yes,Yes,Yes,Maybe,Sometimes,No,Other,25.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,Often,No,Male,29.0,Belgium,2014,,,
No,Yes,Yes,Yes,No,Sometimes,No,Male,27.0,United States,2014,,,
No,No,No,Yes,No,Never,No,Male,30.0,United Kingdom,2014,,,
No,Yes,Yes,Don't Know,Maybe,Often,No,Male,26.0,United States,2014,,,
No,No,Yes,No,No,Sometimes,No,Female,25.0,Sweden,2014,,,
No,Yes,No,No,No,Sometimes,No,Male,31.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Maybe,Sometimes,No,Male,33.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Sometimes,No,Male,34.0,United States,2014,,,
No,Yes,No,Don't Know,Yes,Sometimes,Yes,Male,34.0,United States,2014,,,
Yes,No,No,Yes,No,,Yes,Male,29.0,United States,2014,,,
No,No,No,Don't Know,Maybe,,No,Female,33.0,United States,2014,,,
Yes,Yes,No,Yes,No,Rarely,Yes,Male,34.0,Germany,2014,,,
Yes,Yes,No,No,Maybe,Rarely,Yes,Male,26.0,United States,2014,,,
No,Yes,Yes,Yes,No,Rarely,No,Male,32.0,United States,2014,,,
No,Yes,Yes,No,Maybe,Often,Yes,Male,,United States,2014,,,
No,Yes,Don't Know,No,Maybe,Sometimes,No,Male,28.0,United States,2014,,,
No,No,Yes,Don't Know,No,,No,Male,35.0,United States,2014,,,
No,Yes,No,Don't Know,No,Often,No,Male,36.0,United States,2014,,,
No,Yes,Yes,Don't Know,No,Rarely,No,Male,21.0,United States,2014,,,
No,Yes,Don't Know,No,Yes,Sometimes,No,Male,21.0,United Kingdom,2014,,,
No,No,Yes,Yes,No,,No,Female,22.0,United States,2014,,,
No,Yes,Yes,No,Maybe,Often,No,Male,41.0,United States,2014,,,
No,Yes,Yes,Yes,No,Rarely,No,Male,55.0,United States,2014,,,
No,Yes,Yes,Yes,Maybe,Sometimes,No,Female,32.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Yes,Rarely,No,Female,21.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Never,Yes,Male,45.0,United States,2014,,,
No,Yes,Yes,No,Yes,Rarely,No,Female,27.0,United States,2014,,,
No,Yes,Don't Know,Yes,Maybe,Sometimes,Yes,Female,25.0,United States,2014,,,
No,Yes,Yes,Yes,Maybe,Rarely,No,Female,34.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Never,No,Female,26.0,United States,2014,,,
No,Yes,Yes,Don't Know,No,Never,No,Male,41.0,Canada,2014,,,
No,Yes,Yes,Yes,No,Rarely,No,Male,27.0,United States,2014,,,
No,Yes,Yes,Don't Know,No,Sometimes,Yes,Male,31.0,United States,2014,,,
No,Yes,No,No,No,Often,Yes,Male,25.0,Germany,2014,,,
No,Yes,Don't Know,No,Yes,Sometimes,No,Male,26.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Rarely,Yes,Female,27.0,United States,2014,,,
No,No,Don't Know,Don't Know,No,Never,No,Male,42.0,New Zealand,2014,,,
Yes,Yes,Yes,No,Yes,Sometimes,Yes,Other,29.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Yes,Sometimes,No,Female,25.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Rarely,No,Female,33.0,Sweden,2014,,,
Yes,Yes,No,No,Yes,Often,No,Other,,Zimbabwe,2014,,,
No,Yes,Yes,Don't Know,Maybe,Rarely,No,Female,40.0,United States,2014,,,
No,No,Don't Know,Don't Know,Yes,Never,No,Male,31.0,United States,2014,,,
No,Yes,Don't Know,Yes,No,Often,Yes,Male,26.0,Canada,2014,,,
No,No,No,No,Yes,,No,Female,24.0,United States,2014,,,
No,No,Yes,Don't Know,Maybe,Never,No,Male,29.0,United States,2014,,,
No,No,Don't Know,No,Maybe,,No,Male,48.0,United Kingdom,2014,,,
No,No,No,No,Maybe,Sometimes,No,Male,35.0,United Kingdom,2014,,,
No,No,Don't Know,Don't Know,Maybe,Never,No,Female,32.0,United States,2014,,,
No,Yes,Don't Know,Yes,Maybe,Sometimes,No,Male,29.0,Canada,2014,,,
No,Yes,Yes,No,Maybe,Often,No,Male,26.0,United States,2014,,,
No,Yes,Yes,No,Maybe,Sometimes,No,Male,28.0,United States,2014,,,
No,No,Don't Know,No,No,,No,Male,23.0,United States,2014,,,
No,Yes,Yes,No,Maybe,Sometimes,No,Male,35.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Maybe,Sometimes,No,Male,29.0,Germany,2014,,,
No,No,Yes,No,No,,No,Male,26.0,United States,2014,,,
No,Yes,Yes,Yes,Yes,Never,Yes,Male,33.0,United States,2014,,,
No,No,Don't Know,Yes,Yes,,Yes,Male,33.0,United States,2014,,,
Yes,No,Don't Know,Don't Know,No,Never,Yes,Male,22.0,Brazil,2014,,,
No,No,No,Don't Know,Yes,,No,Female,30.0,Spain,2014,,,
No,Yes,Yes,No,Yes,Often,Yes,Male,33.0,United States,2014,,,
No,Yes,Don't Know,No,Yes,Rarely,No,Female,31.0,United States,2014,,,
No,No,Don't Know,Don't Know,No,Never,No,Male,21.0,United States,2014,,,
No,Yes,Don't Know,Yes,Yes,Sometimes,No,Other,31.0,United Kingdom,2014,,,
No,Yes,Don't Know,Yes,No,Sometimes,Yes,Female,26.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,Often,No,Male,30.0,United States,2014,,,
No,Yes,Don't Know,No,No,Sometimes,No,Other,30.0,Germany,2014,,,
No,No,No,No,No,,No,Male,23.0,India,2014,,,
No,No,No,Don't Know,No,Never,No,Male,34.0,Finland,2014,,,
No,Yes,No,No,Yes,Sometimes,Yes,Male,55.0,United States,2014,,,
No,Yes,Yes,Yes,No,Rarely,Yes,Male,28.0,Germany,2014,,,
No,No,Don't Know,Don't Know,No,,Yes,Male,26.0,Uruguay,2014,,,
No,Yes,Yes,Yes,No,Sometimes,Yes,Male,28.0,New Zealand,2014,,,
No,Yes,No,Don't Know,No,Sometimes,No,Male,32.0,United Kingdom,2014,,,
No,Yes,Yes,Don't Know,Maybe,Rarely,No,Female,28.0,United States,2014,,,
No,No,Don't Know,Yes,No,Sometimes,No,Male,21.0,United States,2014,,,
No,Yes,No,No,Yes,Sometimes,No,Male,24.0,United States,2014,,,
No,No,Yes,Don't Know,Maybe,,No,Female,26.0,United States,2014,,,
No,No,Yes,Don't Know,No,,No,Male,23.0,United States,2014,,,
No,No,Yes,Yes,No,,No,Female,24.0,United States,2014,,,
Yes,No,Don't Know,Yes,Maybe,Never,Yes,Male,28.0,Canada,2014,,,
No,Yes,No,Yes,Yes,Rarely,No,Female,24.0,United States,2014,,,
Yes,Yes,No,Don't Know,Yes,Often,Yes,Male,33.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,Sometimes,No,Male,34.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Maybe,Sometimes,No,Female,27.0,United States,2014,,,
No,No,Don't Know,Don't Know,No,Never,No,Male,28.0,United States,2014,,,
No,No,Don't Know,Don't Know,No,,No,Male,26.0,United States,2014,,,
No,No,Don't Know,Don't Know,No,,Yes,Male,20.0,Australia,2014,,,
No,Yes,Yes,Don't Know,Maybe,Sometimes,No,Female,23.0,United States,2014,,,
No,Yes,Yes,Yes,No,Rarely,Yes,Male,29.0,United States,2014,,,
No,No,No,No,Maybe,Sometimes,No,Male,26.0,United Kingdom,2014,,,
No,No,Yes,Don't Know,Maybe,Rarely,Yes,Male,36.0,United States,2014,,,
No,Yes,Yes,Yes,Maybe,Sometimes,No,Male,41.0,United States,2014,,,
No,No,Yes,Yes,No,,Yes,Female,33.0,United States,2014,,,
No,Yes,Yes,Yes,No,Sometimes,No,Male,23.0,Canada,2014,,,
No,No,Yes,No,Yes,Often,No,Male,39.0,United States,2014,,,
No,No,Yes,Don't Know,Maybe,,No,Male,34.0,United States,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Female,26.0,United States,2014,,,
No,Yes,Yes,Don't Know,No,Rarely,No,Male,24.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Rarely,No,Male,37.0,Canada,2014,,,
Yes,Yes,Yes,Yes,No,Often,Yes,Male,43.0,United States,2014,,,
No,No,Yes,Yes,Yes,Never,No,Other,40.0,United States,2014,,,
No,Yes,Yes,No,Yes,Often,No,Male,30.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Yes,Sometimes,No,Male,34.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Yes,Sometimes,No,Male,27.0,United States,2014,,,
No,No,Don't Know,Don't Know,No,Sometimes,No,Male,36.0,United States,2014,,,
No,No,No,No,Maybe,Rarely,No,Male,27.0,Brazil,2014,,,
No,No,Yes,Don't Know,Yes,Never,No,Male,35.0,Netherlands,2014,,,
No,No,No,Yes,Maybe,Never,No,Male,32.0,United Kingdom,2014,,,
No,No,Yes,Don't Know,Maybe,,No,Male,37.0,United States,2014,,,
No,No,Don't Know,Yes,No,,No,Male,29.0,United Kingdom,2014,,,
No,No,Yes,Yes,Maybe,Never,No,Female,33.0,United States,2014,,,
No,No,No,Don't Know,Yes,Sometimes,Yes,Male,28.0,United States,2014,,,
No,No,Don't Know,No,Maybe,Never,No,Female,26.0,United States,2014,,,
No,Yes,Don't Know,Yes,Yes,Sometimes,Yes,Male,27.0,United States,2014,,,
Yes,Yes,No,Yes,Maybe,Sometimes,Yes,Male,38.0,United Kingdom,2014,,,
No,Yes,Yes,No,Maybe,Rarely,No,Male,57.0,United States,2014,,,
No,Yes,No,No,Yes,Sometimes,No,Male,28.0,United Kingdom,2014,,,
No,No,No,No,Maybe,Never,No,Male,26.0,France,2014,,,
No,Yes,Yes,Don't Know,Yes,Rarely,Yes,Female,42.0,Netherlands,2014,,,
No,Yes,Yes,Yes,No,Sometimes,Yes,Male,31.0,United States,2014,,,
No,Yes,Yes,Yes,Maybe,Rarely,No,Male,58.0,United States,2014,,,
No,No,Don't Know,No,Yes,Sometimes,No,Male,29.0,United States,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Female,39.0,United Kingdom,2014,,,
No,No,Don't Know,Don't Know,Maybe,Sometimes,Yes,Male,34.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Sometimes,No,Male,57.0,United States,2014,,,
No,Yes,No,No,Yes,Sometimes,No,Male,27.0,Germany,2014,,,
Yes,Yes,Don't Know,Don't Know,No,Often,Yes,Male,23.0,Germany,2014,,,
No,No,Don't Know,Don't Know,Yes,,Yes,Male,18.0,Finland,2014,,,
No,No,Don't Know,Don't Know,Maybe,,No,Female,30.0,United States,2014,,,
No,No,Don't Know,Yes,No,Never,No,Male,23.0,United States,2014,,,
No,Yes,Yes,Don't Know,Yes,Sometimes,No,Male,43.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Maybe,Sometimes,Yes,Female,18.0,United Kingdom,2014,,,
No,Yes,Yes,Don't Know,Maybe,Rarely,No,Male,29.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,Never,No,Male,48.0,United States,2014,,,
No,Yes,No,No,Maybe,Sometimes,No,Male,43.0,Germany,2014,,,
No,Yes,Don't Know,Don't Know,Yes,Sometimes,No,Female,28.0,United States,2014,,,
Yes,Yes,No,Yes,No,Often,Yes,Male,30.0,United States,2014,,,
No,No,No,Yes,Maybe,Sometimes,No,Male,26.0,Israel,2014,,,
No,No,No,No,Maybe,Never,No,Male,33.0,Italy,2014,,,
No,No,Yes,Yes,No,,No,Male,31.0,United States,2014,,,
No,No,Don't Know,Don't Know,No,Rarely,No,Male,30.0,United States,2014,,,
No,No,No,No,Yes,,No,Male,27.0,Israel,2014,,,
Yes,Yes,No,Don't Know,No,Sometimes,Yes,Female,24.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,,No,Male,25.0,United States,2014,,,
No,Yes,Yes,Yes,Maybe,Often,No,Female,23.0,United States,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Male,36.0,United States,2014,,,
Yes,Yes,Don't Know,No,Yes,Often,Yes,Female,25.0,United States,2014,,,
No,Yes,No,No,No,Sometimes,Yes,Male,54.0,United Kingdom,2014,,,
No,No,Don't Know,Yes,No,Rarely,No,Male,34.0,Netherlands,2014,,,
No,Yes,Yes,No,Maybe,,No,Female,38.0,United States,2014,,,
Yes,No,No,No,Yes,,No,Male,40.0,Ireland,2014,,,
No,No,No,Don't Know,No,,No,Male,32.0,United Kingdom,2014,,,
No,No,Don't Know,Don't Know,No,Never,No,Male,25.0,Germany,2014,,,
No,Yes,No,No,Yes,Sometimes,No,Female,35.0,United States,2014,,,
No,Yes,Yes,Yes,Maybe,Sometimes,No,Male,46.0,United States,2014,,,
No,No,Yes,No,Maybe,Never,No,Male,42.0,United States,2014,,,
No,Yes,Yes,Yes,No,Sometimes,Yes,Male,32.0,United Kingdom,2014,,,
No,Yes,Yes,Yes,No,Sometimes,No,Male,47.0,United States,2014,,,
No,No,Yes,Yes,No,,No,Male,22.0,United States,2014,,,
No,Yes,Yes,Don't Know,No,Sometimes,Yes,Female,33.0,United States,2014,,,
No,No,No,Yes,Maybe,Sometimes,No,Female,25.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,,No,Male,29.0,United States,2014,,,
No,No,Yes,Yes,No,Never,No,Male,39.0,United States,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Male,38.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,,Yes,Male,43.0,United States,2014,,,
No,Yes,Yes,Yes,No,Rarely,Yes,Male,46.0,United States,2014,,,
No,Yes,Yes,No,Maybe,Sometimes,No,Female,38.0,United States,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Male,33.0,Germany,2014,,,
No,Yes,No,No,Maybe,Often,No,Male,34.0,United Kingdom,2014,,,
No,No,Yes,Yes,Maybe,Never,No,Male,62.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,,No,Female,23.0,United States,2014,,,
No,No,No,No,Maybe,,No,Male,35.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,Rarely,Yes,Male,25.0,Bosnia and Herzegovina,2014,,,
Yes,Yes,Don't Know,Yes,Maybe,Sometimes,Yes,Male,36.0,United States,2014,,,
No,Yes,Yes,Yes,Maybe,Rarely,Yes,Female,41.0,United States,2014,,,
Yes,No,Yes,Yes,No,Sometimes,No,Male,24.0,Austria,2014,,,
No,Yes,No,Don't Know,Yes,Sometimes,Yes,Male,51.0,New Zealand,2014,,,
No,Yes,Yes,Yes,No,Sometimes,No,Male,29.0,United States,2014,,,
Yes,Yes,Don't Know,Yes,Maybe,Sometimes,Yes,Female,31.0,Canada,2014,,,
No,No,No,Don't Know,No,,No,Male,27.0,United Kingdom,2014,,,
No,Yes,Yes,No,No,Rarely,No,Male,31.0,Australia,2014,,,
Yes,No,No,No,Yes,Sometimes,Yes,Female,27.0,Hungary,2014,,,
No,No,Don't Know,Yes,No,Rarely,No,Male,23.0,Sweden,2014,,,
No,No,Don't Know,Don't Know,Yes,Never,No,Male,21.0,Canada,2014,,,
No,Yes,No,No,Yes,Sometimes,No,Female,27.0,Australia,2014,,,
No,Yes,Yes,No,Yes,Often,Yes,Male,39.0,United States,2014,,,
No,Yes,Don't Know,No,Maybe,Never,No,Male,26.0,United States,2014,,,
No,No,Don't Know,Don't Know,Maybe,Never,No,Male,27.0,United Kingdom,2014,,,
No,Yes,Yes,No,No,Sometimes,No,Female,22.0,United States,2014,,,
No,Yes,Don't Know,No,Maybe,Often,No,Female,26.0,United States,2014,,,
No,Yes,Yes,Yes,No,Rarely,No,Female,31.0,United States,2014,,,
No,No,Don't Know,Yes,No,Never,No,Male,32.0,United Kingdom,2014,,,
No,Yes,Yes,No,Yes,Often,Yes,Female,28.0,United States,2014,,,
No,Yes,No,No,Yes,Rarely,No,Other,28.0,United Kingdom,2014,,,
No,No,Don't Know,Yes,Maybe,,No,Female,23.0,United Kingdom,2014,,,
No,No,Don't Know,Yes,No,Never,Yes,Male,30.0,United Kingdom,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Male,36.0,United States,2014,,,
No,No,Yes,Yes,No,,No,Male,21.0,United States,2014,,,
No,No,No,Don't Know,Maybe,Often,No,Male,30.0,Germany,2014,,,
No,No,Don't Know,Don't Know,Maybe,,No,Female,25.0,United States,2014,,,
No,Yes,No,Don't Know,No,Sometimes,No,Male,32.0,New Zealand,2014,,,
No,Yes,No,Yes,Maybe,Sometimes,No,Female,29.0,Canada,2014,,,
No,Yes,No,Yes,Maybe,Sometimes,No,Other,21.0,United Kingdom,2014,,,
No,Yes,No,Don't Know,Maybe,Rarely,Yes,Female,27.0,New Zealand,2014,,,
No,Yes,Don't Know,Don't Know,Maybe,Often,No,Female,32.0,Canada,2014,,,
No,No,Yes,Yes,No,Sometimes,No,Male,34.0,Australia,2014,,,
No,No,Don't Know,Don't Know,Yes,,No,Male,33.0,United States,2014,,,
No,Yes,No,Yes,No,Sometimes,Yes,Male,22.0,Netherlands,2014,,,
No,No,Don't Know,Yes,Maybe,,No,Male,24.0,United States,2014,,,
Yes,No,No,Yes,Maybe,,Yes,Male,65.0,United States,2014,,,
No,Yes,Don't Know,Yes,No,Sometimes,Yes,Male,27.0,United States,2014,,,
No,No,Don't Know,Yes,No,Never,No,Male,33.0,Australia,2014,,,
No,Yes,Don't Know,Don't Know,No,Rarely,No,Male,36.0,United States,2014,,,
No,No,No,No,No,Never,No,Male,40.0,Canada,2014,,,
No,Yes,Yes,No,Maybe,Sometimes,No,Male,28.0,United States,2014,,,
No,Yes,Yes,Don't Know,Yes,Sometimes,No,Male,39.0,United States,2014,,,
No,Yes,Yes,Don't Know,No,Sometimes,No,Male,32.0,United States,2014,,,
No,No,Yes,No,Maybe,Sometimes,No,Male,31.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Maybe,Sometimes,No,Male,38.0,United States,2014,,,
No,Yes,No,Yes,Maybe,Rarely,No,Male,23.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Often,No,Male,42.0,United States,2014,,,
No,No,Don't Know,Yes,No,Sometimes,No,Female,27.0,United States,2014,,,
No,Yes,Yes,No,No,Sometimes,No,Female,26.0,United States,2014,,,
No,No,No,No,No,Never,Yes,Male,50.0,United States,2014,,,
No,No,Don't Know,Yes,No,Never,No,Male,37.0,United States,2014,,,
No,No,Don't Know,Don't Know,No,,No,Male,23.0,United States,2014,,,
No,No,Don't Know,Yes,No,Sometimes,Yes,Male,33.0,United States,2014,,,
Yes,No,Yes,No,Yes,Never,Yes,Male,29.0,Canada,2014,,,
No,Yes,Yes,Don't Know,Maybe,Sometimes,Yes,Male,34.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Often,No,Male,41.0,United States,2014,,,
No,No,Don't Know,Don't Know,No,,Yes,Male,50.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Never,No,Male,29.0,Canada,2014,,,
No,No,No,Yes,No,Never,No,Male,35.0,United States,2014,,,
No,No,No,No,Yes,Sometimes,Yes,Male,27.0,Singapore,2014,,,
No,No,Don't Know,Don't Know,Maybe,Never,No,Female,40.0,United States,2014,,,
No,Yes,No,No,Maybe,Often,Yes,Male,27.0,Australia,2014,,,
No,No,Yes,Don't Know,Maybe,Never,No,Female,29.0,United States,2014,,,
No,Yes,No,Don't Know,Maybe,Sometimes,No,Male,31.0,United States,2014,,,
No,Yes,No,Don't Know,No,Sometimes,No,Male,43.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Sometimes,Yes,Male,34.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,Yes,Sometimes,No,Male,29.0,United States,2014,,,
No,Yes,No,Don't Know,Maybe,Sometimes,No,Male,19.0,Canada,2014,,,
No,Yes,Yes,No,Maybe,Sometimes,No,Male,41.0,United States,2014,,,
No,No,Yes,Yes,No,Never,No,Male,29.0,United States,2014,,,
No,No,Yes,Yes,No,Rarely,No,Male,23.0,United States,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Female,24.0,United States,2014,,,
No,No,Don't Know,Don't Know,Yes,,Yes,Male,31.0,United States,2014,,,
No,No,Don't Know,Yes,No,,Yes,Male,43.0,United States,2014,,,
No,Yes,No,No,Yes,Rarely,No,Male,31.0,United States,2014,,,
No,No,Yes,Don't Know,No,Often,No,Male,29.0,United States,2014,,,
Yes,No,No,Yes,No,,Yes,Male,35.0,United States,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Male,33.0,United States,2014,,,
Yes,Yes,No,Yes,No,Often,Yes,Other,30.0,United States,2014,,,
No,No,Yes,No,Maybe,,No,Male,27.0,United States,2014,,,
No,No,No,No,Maybe,Sometimes,No,Male,32.0,United States,2014,,,
No,No,Don't Know,Don't Know,Yes,Sometimes,Yes,Male,50.0,United States,2014,,,
No,No,Don't Know,No,Maybe,Never,No,Male,24.0,United States,2014,,,
No,No,Don't Know,Yes,No,,No,Male,27.0,United States,2014,,,
No,No,No,Don't Know,Yes,Never,Yes,Male,27.0,Australia,2014,,,
No,Yes,No,Yes,No,Sometimes,No,Male,32.0,United States,2014,,,
Yes,No,No,Yes,No,Rarely,Yes,Male,42.0,United States,2014,,,
No,No,Don't Know,No,Maybe,Often,No,Male,37.0,United States,2014,,,
No,No,Don't Know,No,Maybe,Sometimes,No,Male,30.0,Singapore,2014,,,
No,No,Yes,Don't Know,Yes,Rarely,No,Male,29.0,United States,2014,,,
Yes,Yes,No,Yes,No,Often,Yes,Male,30.0,United States,2014,,,
No,No,Yes,Yes,No,Never,No,Male,35.0,United States,2014,,,
No,Yes,Yes,No,Yes,Rarely,Yes,Male,35.0,United States,2014,,,
No,No,No,Don't Know,Maybe,Often,Yes,Male,38.0,Netherlands,2014,,,
No,Yes,Yes,Yes,No,Sometimes,No,Male,22.0,United Kingdom,2014,,,
No,No,Don't Know,Don't Know,No,Sometimes,No,Male,24.0,Germany,2014,,,
Yes,No,Don't Know,No,No,Never,No,Male,22.0,Netherlands,2014,,,
No,Yes,Yes,Don't Know,Maybe,Often,Yes,Female,31.0,United States,2014,,,
No,Yes,Yes,Don't Know,Yes,Sometimes,No,Female,23.0,United States,2014,,,
No,Yes,Don't Know,Don't Know,No,Sometimes,No,Female,31.0,United States,2014,,,
No,Yes,Yes,No,Maybe,Rarely,No,Female,28.0,United States,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Other,37.0,Canada,2014,,,
Yes,Yes,No,No,No,Sometimes,No,Male,34.0,United States,2014,,,
No,No,No,No,Yes,Sometimes,Yes,Other,32.0,Canada,2014,,,
No,Yes,Yes,Don't Know,Yes,Sometimes,Yes,Male,28.0,United States,2014,,,
No,Yes,No,Don't Know,Maybe,Sometimes,No,Female,24.0,United Kingdom,2014,,,
No,Yes,Yes,Don't Know,Yes,Rarely,No,Male,56.0,United States,2014,,,
No,No,No,Yes,No,Sometimes,Yes,Male,31.0,Germany,2014,,,
No,Yes,Yes,Yes,Maybe,Sometimes,Yes,Female,34.0,United States,2014,,,
No,Yes,Don't Know,Yes,No,Rarely,No,Male,35.0,Germany,2014,,,
No,No,No,Don't Know,No,Never,No,Male,28.0,Germany,2014,,,
Yes,Yes,No,Yes,No,Often,No,Male,36.0,Poland,2014,,,
No,Yes,No,Yes,No,Often,No,Male,30.0,United Kingdom,2014,,,
Yes,No,Yes,Yes,No,,Yes,Male,35.0,United States,2014,,,
Yes,Yes,No,No,Yes,Sometimes,Yes,Male,49.0,Japan,2014,,,
No,No,Yes,Yes,No,,No,Male,36.0,Germany,2014,,,
No,No,No,Don't Know,Maybe,,No,Male,35.0,Germany,2014,,,
No,Yes,Yes,No,Yes,Sometimes,No,Female,29.0,Australia,2014,,,
No,No,Yes,Don't Know,Yes,Never,No,Male,57.0,United States,2014,,,
No,Yes,Yes,Don't Know,Maybe,Rarely,No,Female,31.0,Belgium,2014,,,
Yes,No,No,Don't Know,Yes,Never,No,Male,37.0,Ireland,2014,,,
No,Yes,No,No,Maybe,Sometimes,No,Male,25.0,Ireland,2014,,,
No,No,No,Don't Know,No,Sometimes,No,Male,30.0,Australia,2014,,,
No,No,No,Don't Know,No,Sometimes,No,Female,26.0,Australia,2014,,,
No,No,No,Don't Know,No,Often,No,Female,22.0,Netherlands,2014,,,
No,No,Don't Know,Don't Know,No,Rarely,Yes,Male,39.0,United States,2014,,,
No,Yes,Don't Know,No,Maybe,Never,No,Male,29.0,United Kingdom,2014,,,
Yes,Yes,Don't Know,Don't Know,No,Sometimes,Yes,Male,54.0,United Kingdom,2014,,,
No,No,Don't Know,Don't Know,Yes,Never,No,Female,34.0,Australia,2014,,,
No,Yes,Yes,Yes,Maybe,Never,No,Male,32.0,United States,2014,,,
No,No,No,Don't Know,Maybe,,No,Male,25.0,Nigeria,2014,,,
No,No,No,Yes,No,Rarely,No,Male,29.0,Poland,2014,,,
Yes,No,No,Don't Know,No,Never,Yes,Male,32.0,Germany,2014,,,
No,Yes,Yes,Yes,Maybe,Sometimes,No,Male,30.0,United Kingdom,2014,,,
No,No,Don't Know,Don't Know,No,,No,Male,31.0,Germany,2014,,,
No,No,Yes,Yes,No,Rarely,No,Female,20.0,Switzerland,2014,,,
No,No,Don't Know,Don't Know,No,Never,No,Male,27.0,United Kingdom,2014,,,
No,No,Don't Know,Don't Know,Maybe,Never,No,Male,32.0,United States,2014,,,
Yes,No,No,Yes,Maybe,Never,Yes,Male,26.0,Ireland,2014,,,
No,No,Don't Know,Don't Know,No,Sometimes,No,Male,30.0,Italy,2014,,,
No,Yes,No,No,Maybe,Sometimes,Yes,Male,30.0,Ireland,2014,,,
Yes,No,Don't Know,Yes,Maybe,,Yes,Male,22.0,India,2014,,,
No,No,Don't Know,Don't Know,No,,No,Male,24.0,Ireland,2014,,,
No,No,No,Don't Know,Maybe,Never,No,Male,26.0,Netherlands,2014,,,
No,No,Don't Know,Don't Know,No,,No,Male,43.0,France,2014,,,
No,No,No,Don't Know,No,Never,No,Male,26.0,Russia,2014,,,
No,No,Don't Know,Don't Know,Maybe,Sometimes,No,Male,23.0,United States,2014,,,
